quality_attribute,sentence,source,author,repo,version,id,keyword,matched_word,match_idx,filename,wiki,url,total_similar,target_keywords,target_matched_words,format_prompt,to_eliminate,reason
Testability,"# Assert",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/call_variants_test.py:2,Assert,Assert,2,deepvariant/call_variants_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/call_variants_test.py,1,['Assert'],['Assert'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Assert
",False,
Testability,"# Assert that items are sorted",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core.py:2,Assert,Assert,2,deepvariant/make_examples_core.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core.py,1,['Assert'],['Assert'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Assert that items are sorted
",True,"The provided text is '# Assert that items are sorted'. This appears to be a comment or code snippet used in programming. The use of '#' typically denotes comments in many programming languages, and the content is brief without any meaningful human-readable sentences."
Testability,"# Assert that we have no genotypes in self.variants to check that; # candidates_with_assigned_genotypes isn't modifying our variants.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/labeler/haplotype_labeler_test.py:2,Assert,Assert,2,deepvariant/labeler/haplotype_labeler_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/labeler/haplotype_labeler_test.py,1,['Assert'],['Assert'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Assert that we have no genotypes in self.variants to check that; # candidates_with_assigned_genotypes isn't modifying our variants.
",False,
Testability,"# At or below read_buffer_length=15 the reads start to come back; # unaligned, but this depends on the specific ref and alt alleles, so; # this does not include exhaustive tests for how low these values can go.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/realigner/realigner_test.py:172,test,tests,172,deepvariant/realigner/realigner_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/realigner/realigner_test.py,1,['test'],['tests'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # At or below read_buffer_length=15 the reads start to come back; # unaligned, but this depends on the specific ref and alt alleles, so; # this does not include exhaustive tests for how low these values can go.
",False,"The text consists of comments or notes that explain technical aspects or considerations in a project. While it's not purely human-readable prose, it does provide context and explanations about the code or system, which could be meaningful to someone understanding the project."
Testability,"# Basic multi-allelic tests, without having to deal with simplifying; # alleles as all of the alleles are SNPs. Our candidates have an extra; # allele, but the true GT is A/C.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/labeler/variant_labeler_test.py:22,test,tests,22,deepvariant/labeler/variant_labeler_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/labeler/variant_labeler_test.py,1,['test'],['tests'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Basic multi-allelic tests, without having to deal with simplifying; # alleles as all of the alleles are SNPs. Our candidates have an extra; # allele, but the true GT is A/C.
",False,
Testability,"# Because this test is with just one sample, whether; # enable_joint_realignment is True or False doesn't make a difference.; # NOTE: When creating this test, I deliberately change the behavior of; # enable_joint_realignment==False and confirm that this test can fail,; # if the outputs are different when we alter enable_joint_realignment.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_test.py:15,test,test,15,deepvariant/make_examples_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_test.py,3,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Because this test is with just one sample, whether; # enable_joint_realignment is True or False doesn't make a difference.; # NOTE: When creating this test, I deliberately change the behavior of; # enable_joint_realignment==False and confirm that this test can fail,; # if the outputs are different when we alter enable_joint_realignment.
",True,The text consists of code comments that provide technical details about a testing scenario. It includes references to variables like 'enable_joint_realignment' and mentions the deliberate alteration of behavior for testing purposes.
Testability,"# Call variants now produce sharded outputs so the golden test has been; # changed to have sharded input.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/postprocess_variants_test.py:58,test,test,58,deepvariant/postprocess_variants_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/postprocess_variants_test.py,1,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Call variants now produce sharded outputs so the golden test has been; # changed to have sharded input.
",True,"The content appears to be a comment or log entry that includes code references and abbreviations ('sharded', 'golden test') which are likely related to programming or system operation. It is not providing meaningful human-readable sentences but rather technical jargon specific to a particular system."
Testability,"# Change height to 7 so that we have at least 5 rows for reads to test; # sorting by haplotypes.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/pileup_image_test.py:66,test,test,66,deepvariant/pileup_image_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/pileup_image_test.py,1,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Change height to 7 so that we have at least 5 rows for reads to test; # sorting by haplotypes.
",False,"The text includes a comment which is descriptive but may be too brief. However, it doesn't consist solely of code or logs and does not meet the criteria for elimination."
Testability,"# Check that excluding pieces works. The main checks on taking the; # difference between two RangeSets live in ranges.py so here we are just; # making sure some basic logic works.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core_test.py:167,log,logic,167,deepvariant/make_examples_core_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core_test.py,1,['log'],['logic'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Check that excluding pieces works. The main checks on taking the; # difference between two RangeSets live in ranges.py so here we are just; # making sure some basic logic works.
",False,
Testability,"# Check that our CallVariantsOutput (CVO) have the following critical; # properties:; # - we have one CVO for each example we processed.; # - the variant in the CVO is exactly what was in the example.; # - the alt_allele_indices of the CVO match those of its corresponding; # example.; # - there are 3 genotype probabilities and these are between 0.0 and 1.0.; # We can only do this test when processing all of the variants (max_batches; # is None), since we processed all of the examples with that model.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/call_variants_slim_test.py:383,test,test,383,deepvariant/call_variants_slim_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/call_variants_slim_test.py,1,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Check that our CallVariantsOutput (CVO) have the following critical; # properties:; # - we have one CVO for each example we processed.; # - the variant in the CVO is exactly what was in the example.; # - the alt_allele_indices of the CVO match those of its corresponding; # example.; # - there are 3 genotype probabilities and these are between 0.0 and 1.0.; # We can only do this test when processing all of the variants (max_batches; # is None), since we processed all of the examples with that model.
",False,"The text contains sentences discussing properties of CVO, testing conditions, and genotype probabilities. These are complete, meaningful sentences in natural language that explain concepts."
Testability,"# Check the CVO debug_info: not filled if include_debug_info is False;; # else, filled by logic based on CVO.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/call_variants_slim_test.py:90,log,logic,90,deepvariant/call_variants_slim_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/call_variants_slim_test.py,1,['log'],['logic'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Check the CVO debug_info: not filled if include_debug_info is False;; # else, filled by logic based on CVO.
",False,
Testability,"# Checks that we load the variant if needed and that our mock is working.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/dv_utils_using_clif_test.py:57,mock,mock,57,deepvariant/dv_utils_using_clif_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/dv_utils_using_clif_test.py,1,['mock'],['mock'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Checks that we load the variant if needed and that our mock is working.
",False,"The text contains complete, meaningful sentences in natural language. It discusses the functionality of loading a variant and ensuring the mock is working, which is explanatory content."
Testability,"# Commented out because we in fact don't detect the malformed VCF yet. It is; # unclear if it's even possible to detect the issue with the API provided by; # htslib.; # def test_vcf_iterate_raises_on_malformed_record(self):; # malformed = test_utils.genomics_core_testdata('malformed.vcf'); # reader = vcf_reader.VcfReader.from_file(malformed, self.unindexed_options); # iterable = iter(reader.iterate()); # self.assertIsNotNone(next(iterable)); # with self.assertRaises(ValueError):; # print(list(iterable))",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/third_party/nucleus/io/python/vcf_reader_wrap_test.py:413,assert,assertIsNotNone,413,third_party/nucleus/io/python/vcf_reader_wrap_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/third_party/nucleus/io/python/vcf_reader_wrap_test.py,2,['assert'],"['assertIsNotNone', 'assertRaises']","You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Commented out because we in fact don't detect the malformed VCF yet. It is; # unclear if it's even possible to detect the issue with the API provided by; # htslib.; # def test_vcf_iterate_raises_on_malformed_record(self):; # malformed = test_utils.genomics_core_testdata('malformed.vcf'); # reader = vcf_reader.VcfReader.from_file(malformed, self.unindexed_options); # iterable = iter(reader.iterate()); # self.assertIsNotNone(next(iterable)); # with self.assertRaises(ValueError):; # print(list(iterable))
",False,"The text includes commented code lines which are part of a test function. However, the comments provide context about the purpose of the test, such as detecting malformed VCF files and potential issues with htslib's API. The presence of code snippets is balanced by explanatory comments that make the content meaningful for understanding the test's functionality."
Testability,"# Create a model and save it to a checkpoint. Then test whether we can; # detect its number of channels correctly.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/keras_modeling_test.py:51,test,test,51,deepvariant/keras_modeling_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/keras_modeling_test.py,2,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Create a model and save it to a checkpoint. Then test whether we can; # detect its number of channels correctly.
",False,
Testability,"# Create test reads.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core_test.py:9,test,test,9,deepvariant/make_examples_core_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core_test.py,1,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Create test reads.
",False,"The text is a command 'Create test reads.' which might be part of a testing framework but does not necessarily indicate code or logs. It could be an instruction, so it should not be eliminated."
Testability,"# Create test variant.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core_test.py:9,test,test,9,deepvariant/make_examples_core_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_core_test.py,1,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Create test variant.
",False,
Testability,"# Despite its name, assertCountEqual checks that all items are equal.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deeptrio/make_examples_test.py:20,assert,assertCountEqual,20,deeptrio/make_examples_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deeptrio/make_examples_test.py,1,['assert'],['assertCountEqual'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Despite its name, assertCountEqual checks that all items are equal.
",False,"The text contains a sentence explaining the purpose of an assertion function in a testing framework, which is meaningful and not code or logs."
Testability,"# Despite the name, assertCountEqual checks that all elements match.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_test.py:20,assert,assertCountEqual,20,deepvariant/make_examples_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/make_examples_test.py,1,['assert'],['assertCountEqual'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Despite the name, assertCountEqual checks that all elements match.
",True,"The content appears to be an API documentation or specification. It describes a function's purpose and parameters in a programmatic manner, which is typical of API docs."
Testability,"# Doubling because it's a two-tailed test.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/third_party/nucleus/util/vis.py:37,test,test,37,third_party/nucleus/util/vis.py,,https://github.com/google/deepvariant/tree/v1.6.1/third_party/nucleus/util/vis.py,1,['test'],['test'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Doubling because it's a two-tailed test.
",True,Code snippet with 'ttest' and 'p<0.05'
Testability,"# Dump all processed variants to the disk so that the C++; # merge_and_write_variants_and_nonvariants logic can access them.; # Note: This takes a really long time, but not because of the writing to; # the disk, but rather because it runs all the transformations on the; # variants at this point and not later on.; # That is fine, and there is no need to blame this part of the code when; # noticing how long it takes.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/postprocess_variants.py:102,log,logic,102,deepvariant/postprocess_variants.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/postprocess_variants.py,1,['log'],['logic'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Dump all processed variants to the disk so that the C++; # merge_and_write_variants_and_nonvariants logic can access them.; # Note: This takes a really long time, but not because of the writing to; # the disk, but rather because it runs all the transformations on the; # variants at this point and not later on.; # That is fine, and there is no need to blame this part of the code when; # noticing how long it takes.
",False,
Testability,"# Environment metrics; all mocked out.",MatchSource.CODE_COMMENT,google,deepvariant,v1.6.1,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/resources_test.py:27,mock,mocked,27,deepvariant/resources_test.py,,https://github.com/google/deepvariant/tree/v1.6.1/deepvariant/resources_test.py,1,['mock'],['mocked'],"You are an expert in analyzing and categorizing text content. Your task is to evaluate whether the given text contains meaningful human-readable sentences or if it consists primarily of logs, code samples, or programmatic API description that should be filtered out.

For each input text, analyze it and determine:
1. Whether it should be eliminated (true/false)
2. The reason for elimination (if applicable)

Evaluation criteria:
- Eliminate text that consists primarily of:
  * Code snippets or samples (marked by syntax, keywords like ""if/else"", brackets, etc.)
  * Program logs or error messages (timestamps, error codes, stack traces)
  * API documentation or specifications (parameter lists, return types)
  * Configuration files or build system output
  * Version control metadata or comments
  * Compiler/interpreter output or warnings
- Keep text that contains:
  * Complete, meaningful sentences in natural language
  * Explanatory or descriptive content
  * Human-written prose discussing concepts or ideas

Content: # Environment metrics; all mocked out.
",False,
