keyword,matched_word,sentence,quality_attribute,filename,source,author,repo,version,url
perf,perform,This section contains short examples on how to perform specific tasks with scanpy,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\how-to\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/how-to/index.html#:~:text=This%20section%20contains%20short%20examples%20on%20how%20to%20perform%20specific%20tasks%20with%20scanpy
fast,faster,Looks like Annoy is quite a bit faster than PyNNDescent (but of course not as fast as Scanpy’s brute-force shortcut on a small dataset like this),sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\how-to\knn-transformers.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/how-to/knn-transformers.html#:~:text=Looks%20like%20Annoy%20is%20quite%20a%20bit%20faster%20than%20PyNNDescent%20%28but%20of%20course%20not%20as%20fast%20as%20Scanpy%E2%80%99s%20brute-force%20shortcut%20on%20a%20small%20dataset%20like%20this%29
fast,fastjsonschema,fastjsonschema              NA,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\how-to\plotting-with-marsilea.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/how-to/plotting-with-marsilea.html#:~:text=fastjsonschema%20%20%20%20%20%20%20%20%20%20%20%20%20%20NA
perf,performance,"Add performance benchmarking pr2977 R Shrestha, P Angerer",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=Add%20performance%20benchmarking%20pr2977%20R%20Shrestha%2C%20P%20Angerer
perf,performance,"10 brings a large amount of new features, performance improvements, and improved documentation",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=10%20brings%20a%20large%20amount%20of%20new%20features%2C%20performance%20improvements%2C%20and%20improved%20documentation
perf,performance,Opt-in increased performance for neighbor search and clustering (how to guide),sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=Opt-in%20increased%20performance%20for%20neighbor%20search%20and%20clustering%20%28how%20to%20guide%29
perf,performance,5 for performance reasons,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=5%20for%20performance%20reasons
perf,performance, This can lead to signifigantly improved performance for large datasets pr1066 A Tarashansky,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=%20This%20can%20lead%20to%20signifigantly%20improved%20performance%20for%20large%20datasets%20pr1066%20A%20Tarashansky
perf,performs,highly_variable_genes() has a batch_key option which performs HVG selection in each batch separately to avoid selecting genes that vary strongly across batches pr622 G Eraslan,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=highly_variable_genes%28%29%20has%20a%20batch_key%20option%20which%20performs%20HVG%20selection%20in%20each%20batch%20separately%20to%20avoid%20selecting%20genes%20that%20vary%20strongly%20across%20batches%20pr622%20G%20Eraslan
perf,performance,performance gains in write_h5ad() due to better handling of strings and categories S Rybakov,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=performance%20gains%20in%20write_h5ad%28%29%20due%20to%20better%20handling%20of%20strings%20and%20categories%20S%20Rybakov
speed,speed, This greatly speed up execution pr2942 S Dicks,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=%20This%20greatly%20speed%20up%20execution%20pr2942%20S%20Dicks
speed,speed,"changed default compression to None in write_h5ad() to speed up read and write, disk space use is usually less critical",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=changed%20default%20compression%20to%20None%20in%20write_h5ad%28%29%20to%20speed%20up%20read%20and%20write%2C%20disk%20space%20use%20is%20usually%20less%20critical
fast,faster,highly_variable_genes() using flavor='pearson_residuals' now uses numba for variance computation and is faster pr2612 S Dicks & P Angerer,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=highly_variable_genes%28%29%20using%20flavor%3D%27pearson_residuals%27%20now%20uses%20numba%20for%20variance%20computation%20and%20is%20faster%20pr2612%20S%20Dicks%20%26%20P%20Angerer
fast,faster,", 2018], it runs a lot faster than the count matrix analysis of Velocyto and provides several conceptual developments",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=%2C%202018%5D%2C%20it%20runs%20a%20lot%20faster%20than%20the%20count%20matrix%20analysis%20of%20Velocyto%20and%20provides%20several%20conceptual%20developments
fast,faster,", 2014], which is often more visually appealing and whose computation is much faster S Wollock",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=%2C%202014%5D%2C%20which%20is%20often%20more%20visually%20appealing%20and%20whose%20computation%20is%20much%20faster%20S%20Wollock
fast,faster,"Scanpy is much faster and more memory efficient: preprocess, cluster and",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=Scanpy%20is%20much%20faster%20and%20more%20memory%20efficient%3A%20preprocess%2C%20cluster%20and
fast,faster,"in contrast to tSNE, UMAP directly embeds the single-cell graph and is faster;",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\release-notes\index.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/release-notes/index.html#:~:text=in%20contrast%20to%20tSNE%2C%20UMAP%20directly%20embeds%20the%20single-cell%20graph%20and%20is%20faster%3B
perf,perforated," 2016), possibly because of loss of cytoplasmic RNA from perforated cells",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering-2017.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering-2017.html#:~:text=%202016%29%2C%20possibly%20because%20of%20loss%20of%20cytoplasmic%20RNA%20from%20perforated%20cells
optimiz,optimizing,"As with Seurat and many other frameworks, we recommend the Leiden graph-clustering method (community detection based on optimizing modularity) by Traag et al",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering-2017.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering-2017.html#:~:text=As%20with%20Seurat%20and%20many%20other%20frameworks%2C%20we%20recommend%20the%20Leiden%20graph-clustering%20method%20%28community%20detection%20based%20on%20optimizing%20modularity%29%20by%20Traag%20et%20al
optimiz,optimization, The file format might still be subject to further optimization in the future,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering-2017.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering-2017.html#:~:text=%20The%20file%20format%20might%20still%20be%20subject%20to%20further%20optimization%20in%20the%20future
fast,faster,"    cache=True,  # write a cache file for faster subsequent reading",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering-2017.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering-2017.html#:~:text=%20%20%20%20cache%3DTrue%2C%20%20%23%20write%20a%20cache%20file%20for%20faster%20subsequent%20reading
fast,fastest, The simplest and fastest method to do so is the t-test,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering-2017.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering-2017.html#:~:text=%20The%20simplest%20and%20fastest%20method%20to%20do%20so%20is%20the%20t-test
perf,performed,"Additionally, it is important to note that for datasets with multiple batches, quality control should be performed for each sample individually as quality control thresholds can very substantially between batches",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering.html#:~:text=Additionally%2C%20it%20is%20important%20to%20note%20that%20for%20datasets%20with%20multiple%20batches%2C%20quality%20control%20should%20be%20performed%20for%20each%20sample%20individually%20as%20quality%20control%20thresholds%20can%20very%20substantially%20between%20batches
perf,perform,If you inspect batch effects in your UMAP it can be beneficial to integrate across samples and perform batch correction/integration,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering.html#:~:text=If%20you%20inspect%20batch%20effects%20in%20your%20UMAP%20it%20can%20be%20beneficial%20to%20integrate%20across%20samples%20and%20perform%20batch%20correction/integration
perf,performed, This is due to the statistical test being performed considering each cell as an independent sample,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering.html#:~:text=%20This%20is%20due%20to%20the%20statistical%20test%20being%20performed%20considering%20each%20cell%20as%20an%20independent%20sample
optimiz,optimizing,"As with Seurat and many other frameworks, we recommend the Leiden graph-clustering method (community detection based on optimizing modularity) [Traag et al",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering.html#:~:text=As%20with%20Seurat%20and%20many%20other%20frameworks%2C%20we%20recommend%20the%20Leiden%20graph-clustering%20method%20%28community%20detection%20based%20on%20optimizing%20modularity%29%20%5BTraag%20et%20al
fast,faster,"# Using the igraph implementation and a fixed number of iterations can be significantly faster, especially for larger datasets",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\clustering.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/clustering.html#:~:text=%23%20Using%20the%20igraph%20implementation%20and%20a%20fixed%20number%20of%20iterations%20can%20be%20significantly%20faster%2C%20especially%20for%20larger%20datasets
fast,fast,"As ingest is simple and the procedure clear, the workflow is transparent and fast",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\basics\integrating-data-using-ingest.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/basics/integrating-data-using-ingest.html#:~:text=As%20ingest%20is%20simple%20and%20the%20procedure%20clear%2C%20the%20workflow%20is%20transparent%20and%20fast
perf,perform," However, as we are working with only a subset of the data at a time, we are able to perform this operation with a lower memory overhead",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\dask.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/dask.html#:~:text=%20However%2C%20as%20we%20are%20working%20with%20only%20a%20subset%20of%20the%20data%20at%20a%20time%2C%20we%20are%20able%20to%20perform%20this%20operation%20with%20a%20lower%20memory%20overhead
optimiz,optimized,We’ve optimized a number of scanpy functions to be completely lazy,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\dask.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/dask.html#:~:text=We%E2%80%99ve%20optimized%20a%20number%20of%20scanpy%20functions%20to%20be%20completely%20lazy
fast,faster,Using alternative KNN backends for faster neighbor calculation Using other kNN libraries in Scanpy,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\dask.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/dask.html#:~:text=Using%20alternative%20KNN%20backends%20for%20faster%20neighbor%20calculation%20Using%20other%20kNN%20libraries%20in%20Scanpy
perf,performs,"This implicitly performs normalization by sequencing depth and variance stabilization: As the null model expects the technical sources of variance, they are removed from the data",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=This%20implicitly%20performs%20normalization%20by%20sequencing%20depth%20and%20variance%20stabilization%3A%20As%20the%20null%20model%20expects%20the%20technical%20sources%20of%20variance%2C%20they%20are%20removed%20from%20the%20data
perf,perform," We visualize this reduced representation with t-SNE and perform Leiden clustering, which is again taken from the PBMC3k tutorial",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=%20We%20visualize%20this%20reduced%20representation%20with%20t-SNE%20and%20perform%20Leiden%20clustering%2C%20which%20is%20again%20taken%20from%20the%20PBMC3k%20tutorial
perf,perform," To perform RAM-efficient gene selection, use highly_variable_genes(adata,flavor='pearson_residuals') with the chunksize argument: This will still use Pearson residual variance to identify variable genes, but won’t compute all residuals at once",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=%20To%20perform%20RAM-efficient%20gene%20selection%2C%20use%20highly_variable_genes%28adata%2Cflavor%3D%27pearson_residuals%27%29%20with%20the%20chunksize%20argument%3A%20This%20will%20still%20use%20Pearson%20residual%20variance%20to%20identify%20variable%20genes%2C%20but%20won%E2%80%99t%20compute%20all%20residuals%20at%20once
perf,performs,normalize_pearson_residuals_pca() performs normalization by Pearson residuals and PCA in one go,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=normalize_pearson_residuals_pca%28%29%20performs%20normalization%20by%20Pearson%20residuals%20and%20PCA%20in%20one%20go
perf,performs,"recipe_pearson_residuals() performs gene selection and normalization by Pearson residuals, and PCA on top",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=recipe_pearson_residuals%28%29%20performs%20gene%20selection%20and%20normalization%20by%20Pearson%20residuals%2C%20and%20PCA%20on%20top
speed,speedup, writing an h5ad cache file to speedup reading next time,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=%20writing%20an%20h5ad%20cache%20file%20to%20speedup%20reading%20next%20time
speed,speedup, writing an h5ad cache file to speedup reading next time,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\experimental\pearson_residuals.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/experimental/pearson_residuals.html#:~:text=%20writing%20an%20h5ad%20cache%20file%20to%20speedup%20reading%20next%20time
perf,perform,We perform some basic filtering of spots based on total counts and expressed genes,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\basic-analysis.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/basic-analysis.html#:~:text=We%20perform%20some%20basic%20filtering%20of%20spots%20based%20on%20total%20counts%20and%20expressed%20genes
perf,performed,"Before, we performed clustering in gene expression space, and visualized the results with UMAP",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\basic-analysis.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/basic-analysis.html#:~:text=Before%2C%20we%20performed%20clustering%20in%20gene%20expression%20space%2C%20and%20visualized%20the%20results%20with%20UMAP
perf,perform,We will perform standard preprocessing and dimensionality reduction,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\basic-analysis.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/basic-analysis.html#:~:text=We%20will%20perform%20standard%20preprocessing%20and%20dimensionality%20reduction
fast,fasteners,fasteners                   0,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\basic-analysis.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/basic-analysis.html#:~:text=fasteners%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%200
fast,fastjsonschema,fastjsonschema              NA,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\basic-analysis.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/basic-analysis.html#:~:text=fastjsonschema%20%20%20%20%20%20%20%20%20%20%20%20%20%20NA
perf,perform,This tutorial shows how to work with multiple Visium datasets and perform integration of scRNA-seq dataset with Scanpy,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=This%20tutorial%20shows%20how%20to%20work%20with%20multiple%20Visium%20datasets%20and%20perform%20integration%20of%20scRNA-seq%20dataset%20with%20Scanpy
perf,perform,We will use Scanorama paper - code to perform integration and label transfer,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=We%20will%20use%20Scanorama%20paper%20-%20code%20to%20perform%20integration%20and%20label%20transfer
perf,perform,We are now ready to perform integration of the two dataset,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=We%20are%20now%20ready%20to%20perform%20integration%20of%20the%20two%20dataset
perf,perform,We can also perform data integration between one scRNA-seq dataset and one spatial transcriptomics dataset,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=We%20can%20also%20perform%20data%20integration%20between%20one%20scRNA-seq%20dataset%20and%20one%20spatial%20transcriptomics%20dataset
perf,performed," Note that the integration can also be performed on the whole brain slice, but it would give rise to false positive cell type assignments and and therefore it should be interpreted with more care",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=%20Note%20that%20the%20integration%20can%20also%20be%20performed%20on%20the%20whole%20brain%20slice%2C%20but%20it%20would%20give%20rise%20to%20false%20positive%20cell%20type%20assignments%20and%20and%20therefore%20it%20should%20be%20interpreted%20with%20more%20care
perf,performed,The integration task will be performed with Scanorama: each Visium dataset will be integrated with the smart-seq cortex dataset,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=The%20integration%20task%20will%20be%20performed%20with%20Scanorama%3A%20each%20Visium%20dataset%20will%20be%20integrated%20with%20the%20smart-seq%20cortex%20dataset
perf,perform,"In this tutorial, we showed how to work with multiple slices in Scanpy, and perform label transfers between an annotated scRNA-seq dataset and an unannotated Visium dataset",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=In%20this%20tutorial%2C%20we%20showed%20how%20to%20work%20with%20multiple%20slices%20in%20Scanpy%2C%20and%20perform%20label%20transfers%20between%20an%20annotated%20scRNA-seq%20dataset%20and%20an%20unannotated%20Visium%20dataset
perf,performances," We showed that such approach, that leverages the data integration performances of Scanorama, is useful and provide a straightforward tool for exploratory analysis",sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=%20We%20showed%20that%20such%20approach%2C%20that%20leverages%20the%20data%20integration%20performances%20of%20Scanorama%2C%20is%20useful%20and%20provide%20a%20straightforward%20tool%20for%20exploratory%20analysis
fast,fasteners,fasteners                   0,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=fasteners%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%200
fast,fastjsonschema,fastjsonschema              NA,sample,scverse\scanpy\scanpy.readthedocs.io\en\stable\tutorials\spatial\integration-scanorama.html,WIKI,scverse,scanpy,latest,https://scanpy.readthedocs.io/en/stable/tutorials/spatial/integration-scanorama.html#:~:text=fastjsonschema%20%20%20%20%20%20%20%20%20%20%20%20%20%20NA
