id,filename,ext,embedding_no_type,element_type,function.name,function.parameters,function.type,embedding,author,repo_name,tag,import,import.name,import.from,import.path,constant,constant.name,constant.value,function.docstring,class.name,method.name,method.parameters,class.field,class.instance_field,method.type,method.decorator,class.base,field.name,field.default
scverse_scanpy_1.10.1,_anndata.py,python,"_plot_gene_groups_brackets(
    gene_groups_ax: Axes,
    *,
    group_positions: Iterable[tuple[int, int]],
    group_labels: Sequence[str],
    left_adjustment: float = -0.3,
    right_adjustment: float = 0.3,
    rotation: float | None = None,
    orientation: Literal[""top"", ""right""] = ""top"",
)",function,_plot_gene_groups_brackets,"(
    gene_groups_ax: Axes,
    *,
    group_positions: Iterable[tuple[int, int]],
    group_labels: Sequence[str],
    left_adjustment: float = -0.3,
    right_adjustment: float = 0.3,
    rotation: float | None = None,
    orientation: Literal[""top"", ""right""] = ""top"",
)",,"Function: _plot_gene_groups_brackets(
    gene_groups_ax: Axes,
    *,
    group_positions: Iterable[tuple[int, int]],
    group_labels: Sequence[str],
    left_adjustment: float = -0.3,
    right_adjustment: float = 0.3,
    rotation: float | None = None,
    orientation: Literal[""top"", ""right""] = ""top"",
)",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_reorder_categories_after_dendrogram(
    adata: AnnData,
    groupby,
    dendrogram,
    *,
    var_names=None,
    var_group_labels=None,
    var_group_positions=None,
    categories=None,
)",function,_reorder_categories_after_dendrogram,"(
    adata: AnnData,
    groupby,
    dendrogram,
    *,
    var_names=None,
    var_group_labels=None,
    var_group_positions=None,
    categories=None,
)",,"Function: _reorder_categories_after_dendrogram(
    adata: AnnData,
    groupby,
    dendrogram,
    *,
    var_names=None,
    var_group_labels=None,
    var_group_positions=None,
    categories=None,
)",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,_format_first_three_categories(categories),function,_format_first_three_categories,(categories),,Function: _format_first_three_categories(categories),scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_get_dendrogram_key(adata, dendrogram_key, groupby)",function,_get_dendrogram_key,"(adata, dendrogram_key, groupby)",,"Function: _get_dendrogram_key(adata, dendrogram_key, groupby)",scverse,scanpy,1.10.1,,,,,,,,"# the `dendrogram_key` can be a bool an NoneType or the name of the",,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_get_dendrogram_key(adata, dendrogram_key, groupby)",function,_get_dendrogram_key,"(adata, dendrogram_key, groupby)",,"Function: _get_dendrogram_key(adata, dendrogram_key, groupby)",scverse,scanpy,1.10.1,,,,,,,,"# dendrogram key. By default the name of the dendrogram key is 'dendrogram'",,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_plot_dendrogram(
    dendro_ax: Axes,
    adata: AnnData,
    groupby: str,
    *,
    dendrogram_key: str | None = None,
    orientation: Literal[""top"", ""bottom"", ""left"", ""right""] = ""right"",
    remove_labels: bool = True,
    ticks: Collection[float] | None = None,
)",function,_plot_dendrogram,"(
    dendro_ax: Axes,
    adata: AnnData,
    groupby: str,
    *,
    dendrogram_key: str | None = None,
    orientation: Literal[""top"", ""bottom"", ""left"", ""right""] = ""right"",
    remove_labels: bool = True,
    ticks: Collection[float] | None = None,
)",,"Function: _plot_dendrogram(
    dendro_ax: Axes,
    adata: AnnData,
    groupby: str,
    *,
    dendrogram_key: str | None = None,
    orientation: Literal[""top"", ""bottom"", ""left"", ""right""] = ""right"",
    remove_labels: bool = True,
    ticks: Collection[float] | None = None,
)",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_plot_categories_as_colorblocks(
    groupby_ax: Axes,
    obs_tidy: pd.DataFrame,
    colors=None,
    orientation: Literal[""top"", ""bottom"", ""left"", ""right""] = ""left"",
    cmap_name: str = ""tab20"",
)",function,_plot_categories_as_colorblocks,"(
    groupby_ax: Axes,
    obs_tidy: pd.DataFrame,
    colors=None,
    orientation: Literal[""top"", ""bottom"", ""left"", ""right""] = ""left"",
    cmap_name: str = ""tab20"",
)",,"Function: _plot_categories_as_colorblocks(
    groupby_ax: Axes,
    obs_tidy: pd.DataFrame,
    colors=None,
    orientation: Literal[""top"", ""bottom"", ""left"", ""right""] = ""left"",
    cmap_name: str = ""tab20"",
)",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_plot_colorbar(mappable, fig, subplot_spec, max_cbar_height: float = 4.0)",function,_plot_colorbar,"(mappable, fig, subplot_spec, max_cbar_height: float = 4.0)",,"Function: _plot_colorbar(mappable, fig, subplot_spec, max_cbar_height: float = 4.0)",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_check_var_names_type(var_names, var_group_labels, var_group_positions)",function,_check_var_names_type,"(var_names, var_group_labels, var_group_positions)",,"Function: _check_var_names_type(var_names, var_group_labels, var_group_positions)",scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"VALID_LEGENDLOCS = {
    ""none"",
    ""right margin"",
    ""on data"",
    ""on data export"",
    ""best"",
    ""upper right"",
    ""upper left"",
    ""lower left"",
    ""lower right"",
    ""right"",
    ""center left"",
    ""center right"",
    ""lower center"",
    ""upper center"",
    ""center"",
}",constant,,,,"Constant: VALID_LEGENDLOCS = {
    ""none"",
    ""right margin"",
    ""on data"",
    ""on data export"",
    ""best"",
    ""upper right"",
    ""upper left"",
    ""lower left"",
    ""lower right"",
    ""right"",
    ""center left"",
    ""center right"",
    ""lower center"",
    ""upper center"",
    ""center"",
}",scverse,scanpy,1.10.1,,,,,"VALID_LEGENDLOCS = {
    ""none"",
    ""right margin"",
    ""on data"",
    ""on data export"",
    ""best"",
    ""upper right"",
    ""upper left"",
    ""lower left"",
    ""lower right"",
    ""right"",
    ""center left"",
    ""center right"",
    ""lower center"",
    ""upper center"",
    ""center"",
}",VALID_LEGENDLOCS,"{
    ""none"",
    ""right margin"",
    ""on data"",
    ""on data export"",
    ""best"",
    ""upper right"",
    ""upper left"",
    ""lower left"",
    ""lower right"",
    ""right"",
    ""center left"",
    ""center right"",
    ""lower center"",
    ""upper center"",
    ""center"",
}",,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_Basis = Literal[""pca"", ""tsne"", ""umap"", ""diffmap"", ""draw_graph_fr""]",constant,,,,"Constant: _Basis = Literal[""pca"", ""tsne"", ""umap"", ""diffmap"", ""draw_graph_fr""]",scverse,scanpy,1.10.1,,,,,"_Basis = Literal[""pca"", ""tsne"", ""umap"", ""diffmap"", ""draw_graph_fr""]",_Basis,"Literal[""pca"", ""tsne"", ""umap"", ""diffmap"", ""draw_graph_fr""]",,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,"_VarNames = Union[str, Sequence[str]]",constant,,,,"Constant: _VarNames = Union[str, Sequence[str]]",scverse,scanpy,1.10.1,,,,,"_VarNames = Union[str, Sequence[str]]",_VarNames,"Union[str, Sequence[str]]",,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,collections.abc,import,,,,Import: collections.abc,scverse,scanpy,1.10.1,import collections.abc as cabc,collections.abc,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,OrderedDict from collections,import,,,,Import: OrderedDict from collections,scverse,scanpy,1.10.1,from collections import OrderedDict,OrderedDict,collections,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,product from itertools,import,,,,Import: product from itertools,scverse,scanpy,1.10.1,from itertools import product,product,itertools,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,TYPE_CHECKING from typing,import,,,,Import: TYPE_CHECKING from typing,scverse,scanpy,1.10.1,"from typing import TYPE_CHECKING, Literal, Union",TYPE_CHECKING,typing,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Literal from typing,import,,,,Import: Literal from typing,scverse,scanpy,1.10.1,"from typing import TYPE_CHECKING, Literal, Union",Literal,typing,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Union from typing,import,,,,Import: Union from typing,scverse,scanpy,1.10.1,"from typing import TYPE_CHECKING, Literal, Union",Union,typing,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,numpy,import,,,,Import: numpy,scverse,scanpy,1.10.1,import numpy as np,numpy,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,pandas,import,,,,Import: pandas,scverse,scanpy,1.10.1,import pandas as pd,pandas,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,gridspec from matplotlib,import,,,,Import: gridspec from matplotlib,scverse,scanpy,1.10.1,"from matplotlib import gridspec, patheffects, rcParams",gridspec,matplotlib,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,patheffects from matplotlib,import,,,,Import: patheffects from matplotlib,scverse,scanpy,1.10.1,"from matplotlib import gridspec, patheffects, rcParams",patheffects,matplotlib,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,rcParams from matplotlib,import,,,,Import: rcParams from matplotlib,scverse,scanpy,1.10.1,"from matplotlib import gridspec, patheffects, rcParams",rcParams,matplotlib,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,pyplot from matplotlib,import,,,,Import: pyplot from matplotlib,scverse,scanpy,1.10.1,from matplotlib import pyplot as plt,pyplot,matplotlib,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Collection from collections.abc,local_import,,,,Import: Collection from collections.abc,scverse,scanpy,1.10.1,"from collections.abc import Collection, Iterable, Mapping, Sequence",Collection,collections.abc,collections.abc,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Iterable from collections.abc,local_import,,,,Import: Iterable from collections.abc,scverse,scanpy,1.10.1,"from collections.abc import Collection, Iterable, Mapping, Sequence",Iterable,collections.abc,collections.abc,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Mapping from collections.abc,local_import,,,,Import: Mapping from collections.abc,scverse,scanpy,1.10.1,"from collections.abc import Collection, Iterable, Mapping, Sequence",Mapping,collections.abc,collections.abc,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Sequence from collections.abc,local_import,,,,Import: Sequence from collections.abc,scverse,scanpy,1.10.1,"from collections.abc import Collection, Iterable, Mapping, Sequence",Sequence,collections.abc,collections.abc,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Colormap from matplotlib.colors,local_import,,,,Import: Colormap from matplotlib.colors,scverse,scanpy,1.10.1,"from matplotlib.colors import Colormap, ListedColormap, Normalize, is_color_like",Colormap,matplotlib.colors,matplotlib.colors,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,ListedColormap from matplotlib.colors,local_import,,,,Import: ListedColormap from matplotlib.colors,scverse,scanpy,1.10.1,"from matplotlib.colors import Colormap, ListedColormap, Normalize, is_color_like",ListedColormap,matplotlib.colors,matplotlib.colors,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,Normalize from matplotlib.colors,local_import,,,,Import: Normalize from matplotlib.colors,scverse,scanpy,1.10.1,"from matplotlib.colors import Colormap, ListedColormap, Normalize, is_color_like",Normalize,matplotlib.colors,matplotlib.colors,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,is_color_like from matplotlib.colors,local_import,,,,Import: is_color_like from matplotlib.colors,scverse,scanpy,1.10.1,"from matplotlib.colors import Colormap, ListedColormap, Normalize, is_color_like",is_color_like,matplotlib.colors,matplotlib.colors,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,CategoricalDtype from pandas.api.types,local_import,,,,Import: CategoricalDtype from pandas.api.types,scverse,scanpy,1.10.1,"from pandas.api.types import CategoricalDtype, is_numeric_dtype",CategoricalDtype,pandas.api.types,pandas.api.types,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,is_numeric_dtype from pandas.api.types,local_import,,,,Import: is_numeric_dtype from pandas.api.types,scverse,scanpy,1.10.1,"from pandas.api.types import CategoricalDtype, is_numeric_dtype",is_numeric_dtype,pandas.api.types,pandas.api.types,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_anndata.py,python,issparse from scipy.sparse,local_import,,,,Import: issparse from scipy.sparse,scverse,scanpy,1.10.1,from scipy.sparse import issparse,issparse,scipy.sparse,scipy.sparse,,,,,,,,,,,,,,
,_anndata.py,python,,,,,,File: scanpy\plotting,scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
,_anndata.py,python,,,,,,Directory: scanpy\plotting\_anndata.py,scverse,scanpy,1.10.1,,,,,,,,,,,,,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.DEFAULT_SAVE_PREFIX = ""baseplot_""",class_field,,,,"Class field: BasePlot.DEFAULT_SAVE_PREFIX = ""baseplot_""",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,"DEFAULT_SAVE_PREFIX = ""baseplot_""",,,,,DEFAULT_SAVE_PREFIX,"""baseplot_"""
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.MIN_FIGURE_HEIGHT = 2.5,class_field,,,,Class field: BasePlot.MIN_FIGURE_HEIGHT = 2.5,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,MIN_FIGURE_HEIGHT = 2.5,,,,,MIN_FIGURE_HEIGHT,2.5
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.DEFAULT_CATEGORY_HEIGHT = 0.35,class_field,,,,Class field: BasePlot.DEFAULT_CATEGORY_HEIGHT = 0.35,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,DEFAULT_CATEGORY_HEIGHT = 0.35,,,,,DEFAULT_CATEGORY_HEIGHT,0.35
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.DEFAULT_CATEGORY_WIDTH = 0.37,class_field,,,,Class field: BasePlot.DEFAULT_CATEGORY_WIDTH = 0.37,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,DEFAULT_CATEGORY_WIDTH = 0.37,,,,,DEFAULT_CATEGORY_WIDTH,0.37
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.DEFAULT_WSPACE = 0,class_field,,,,Class field: BasePlot.DEFAULT_WSPACE = 0,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,DEFAULT_WSPACE = 0,,,,,DEFAULT_WSPACE,0
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.DEFAULT_COLORMAP = ""winter""",class_field,,,,"Class field: BasePlot.DEFAULT_COLORMAP = ""winter""",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,"DEFAULT_COLORMAP = ""winter""",,,,,DEFAULT_COLORMAP,"""winter"""
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.DEFAULT_LEGENDS_WIDTH = 1.5,class_field,,,,Class field: BasePlot.DEFAULT_LEGENDS_WIDTH = 1.5,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,DEFAULT_LEGENDS_WIDTH = 1.5,,,,,DEFAULT_LEGENDS_WIDTH,1.5
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.DEFAULT_COLOR_LEGEND_TITLE = ""Expression\nlevel in group""",class_field,,,,"Class field: BasePlot.DEFAULT_COLOR_LEGEND_TITLE = ""Expression\nlevel in group""",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,"DEFAULT_COLOR_LEGEND_TITLE = ""Expression\nlevel in group""",,,,,DEFAULT_COLOR_LEGEND_TITLE,"""Expression\nlevel in group"""
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.MAX_NUM_CATEGORIES = 500,class_field,,,,Class field: BasePlot.MAX_NUM_CATEGORIES = 500,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,MAX_NUM_CATEGORIES = 500,,,,,MAX_NUM_CATEGORIES,500
scverse_scanpy_1.10.1,_baseplot_class.py,python,"[old_positionals(
        ""use_raw"",
        ""log"",
        ""num_categories"",
        ""categories_order"",
        ""title"",
        ""figsize"",
        ""gene_symbols"",
        ""var_group_positions"",
        ""var_group_labels"",
        ""var_group_rotation"",
        ""layer"",
        ""ax"",
        ""vmin"",
        ""vmax"",
        ""vcenter"",
        ""norm"",
    )] BasePlot.__init__(
        self,
        adata: AnnData,
        var_names: _VarNames | Mapping[str, _VarNames],
        groupby: str | Sequence[str],
        *,
        use_raw: bool | None = None,
        log: bool = False,
        num_categories: int = 7,
        categories_order: Sequence[str] | None = None,
        title: str | None = None,
        figsize: tuple[float, float] | None = None,
        gene_symbols: str | None = None,
        var_group_positions: Sequence[tuple[int, int]] | None = None,
        var_group_labels: Sequence[str] | None = None,
        var_group_rotation: float | None = None,
        layer: str | None = None,
        ax: _AxesSubplot | None = None,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",class_method,,,,"Class method: [old_positionals(
        ""use_raw"",
        ""log"",
        ""num_categories"",
        ""categories_order"",
        ""title"",
        ""figsize"",
        ""gene_symbols"",
        ""var_group_positions"",
        ""var_group_labels"",
        ""var_group_rotation"",
        ""layer"",
        ""ax"",
        ""vmin"",
        ""vmax"",
        ""vcenter"",
        ""norm"",
    )] BasePlot.__init__(
        self,
        adata: AnnData,
        var_names: _VarNames | Mapping[str, _VarNames],
        groupby: str | Sequence[str],
        *,
        use_raw: bool | None = None,
        log: bool = False,
        num_categories: int = 7,
        categories_order: Sequence[str] | None = None,
        title: str | None = None,
        figsize: tuple[float, float] | None = None,
        gene_symbols: str | None = None,
        var_group_positions: Sequence[tuple[int, int]] | None = None,
        var_group_labels: Sequence[str] | None = None,
        var_group_rotation: float | None = None,
        layer: str | None = None,
        ax: _AxesSubplot | None = None,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,__init__,"(
        self,
        adata: AnnData,
        var_names: _VarNames | Mapping[str, _VarNames],
        groupby: str | Sequence[str],
        *,
        use_raw: bool | None = None,
        log: bool = False,
        num_categories: int = 7,
        categories_order: Sequence[str] | None = None,
        title: str | None = None,
        figsize: tuple[float, float] | None = None,
        gene_symbols: str | None = None,
        var_group_positions: Sequence[tuple[int, int]] | None = None,
        var_group_labels: Sequence[str] | None = None,
        var_group_rotation: float | None = None,
        layer: str | None = None,
        ax: _AxesSubplot | None = None,
        vmin: float | None = None,
        vmax: float | None = None,
        vcenter: float | None = None,
        norm: Normalize | None = None,
        **kwds,
    )",,,,"old_positionals(
        ""use_raw"",
        ""log"",
        ""num_categories"",
        ""categories_order"",
        ""title"",
        ""figsize"",
        ""gene_symbols"",
        ""var_group_positions"",
        ""var_group_labels"",
        ""var_group_rotation"",
        ""layer"",
        ""ax"",
        ""vmin"",
        ""vmax"",
        ""vcenter"",
        ""norm"",
    )",,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.swap_axes(self, swap_axes: bool | None = True) -> BasePlot",class_method,,,,"Class method: BasePlot.swap_axes(self, swap_axes: bool | None = True) -> BasePlot",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,swap_axes,"(self, swap_axes: bool | None = True)",,,BasePlot,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.add_dendrogram(
        self,
        show: bool | None = True,
        dendrogram_key: str | None = None,
        size: float | None = 0.8,
    ) -> BasePlot",class_method,,,,"Class method: BasePlot.add_dendrogram(
        self,
        show: bool | None = True,
        dendrogram_key: str | None = None,
        size: float | None = 0.8,
    ) -> BasePlot",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,add_dendrogram,"(
        self,
        show: bool | None = True,
        dendrogram_key: str | None = None,
        size: float | None = 0.8,
    )",,,BasePlot,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.add_totals(
        self,
        show: bool | None = True,
        sort: Literal[""ascending"", ""descending""] = None,
        size: float | None = 0.8,
        color: ColorLike | Sequence[ColorLike] | None = None,
    ) -> BasePlot",class_method,,,,"Class method: BasePlot.add_totals(
        self,
        show: bool | None = True,
        sort: Literal[""ascending"", ""descending""] = None,
        size: float | None = 0.8,
        color: ColorLike | Sequence[ColorLike] | None = None,
    ) -> BasePlot",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,add_totals,"(
        self,
        show: bool | None = True,
        sort: Literal[""ascending"", ""descending""] = None,
        size: float | None = 0.8,
        color: ColorLike | Sequence[ColorLike] | None = None,
    )",,,BasePlot,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"[old_positionals(""cmap"")] BasePlot.style(self, *, cmap: str | None = DEFAULT_COLORMAP) -> BasePlot",class_method,,,,"Class method: [old_positionals(""cmap"")] BasePlot.style(self, *, cmap: str | None = DEFAULT_COLORMAP) -> BasePlot",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,style,"(self, *, cmap: str | None = DEFAULT_COLORMAP)",,,BasePlot,"old_positionals(""cmap"")",,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"[old_positionals(""show"", ""title"", ""width"")] BasePlot.legend(
        self,
        *,
        show: bool | None = True,
        title: str | None = DEFAULT_COLOR_LEGEND_TITLE,
        width: float | None = DEFAULT_LEGENDS_WIDTH,
    ) -> BasePlot",class_method,,,,"Class method: [old_positionals(""show"", ""title"", ""width"")] BasePlot.legend(
        self,
        *,
        show: bool | None = True,
        title: str | None = DEFAULT_COLOR_LEGEND_TITLE,
        width: float | None = DEFAULT_LEGENDS_WIDTH,
    ) -> BasePlot",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,legend,"(
        self,
        *,
        show: bool | None = True,
        title: str | None = DEFAULT_COLOR_LEGEND_TITLE,
        width: float | None = DEFAULT_LEGENDS_WIDTH,
    )",,,BasePlot,"old_positionals(""show"", ""title"", ""width"")",,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.get_axes(self) -> dict[str, Axes]",class_method,,,,"Class method: BasePlot.get_axes(self) -> dict[str, Axes]",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,get_axes,(self),,,"dict[str, Axes]",,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot._plot_totals(
        self, total_barplot_ax: Axes, orientation: Literal[""top"", ""right""]
    )",class_method,,,,"Class method: BasePlot._plot_totals(
        self, total_barplot_ax: Axes, orientation: Literal[""top"", ""right""]
    )",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_plot_totals,"(
        self, total_barplot_ax: Axes, orientation: Literal[""top"", ""right""]
    )",,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot._plot_colorbar(self, color_legend_ax: Axes, normalize) -> None",class_method,,,,"Class method: BasePlot._plot_colorbar(self, color_legend_ax: Axes, normalize) -> None",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_plot_colorbar,"(self, color_legend_ax: Axes, normalize)",,,None,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot._plot_legend(self, legend_ax, return_ax_dict, normalize)",class_method,,,,"Class method: BasePlot._plot_legend(self, legend_ax, return_ax_dict, normalize)",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_plot_legend,"(self, legend_ax, return_ax_dict, normalize)",,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot._mainplot(self, ax)",class_method,,,,"Class method: BasePlot._mainplot(self, ax)",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_mainplot,"(self, ax)",,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot.make_figure(self),class_method,,,,Class method: BasePlot.make_figure(self),scverse,scanpy,1.10.1,,,,,,,,,BasePlot,make_figure,(self),,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.show(self, return_axes: bool | None = None) -> dict[str, Axes] | None",class_method,,,,"Class method: BasePlot.show(self, return_axes: bool | None = None) -> dict[str, Axes] | None",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,show,"(self, return_axes: bool | None = None)",,,"dict[str, Axes] | None",,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot.savefig(self, filename: str, bbox_inches: str | None = ""tight"", **kwargs)",class_method,,,,"Class method: BasePlot.savefig(self, filename: str, bbox_inches: str | None = ""tight"", **kwargs)",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,savefig,"(self, filename: str, bbox_inches: str | None = ""tight"", **kwargs)",,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"BasePlot._reorder_categories_after_dendrogram(self, dendrogram) -> None",class_method,,,,"Class method: BasePlot._reorder_categories_after_dendrogram(self, dendrogram) -> None",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_reorder_categories_after_dendrogram,"(self, dendrogram)",,,None,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"[staticmethod] BasePlot._plot_var_groups_brackets(
        gene_groups_ax: Axes,
        *,
        group_positions: Iterable[tuple[int, int]],
        group_labels: Sequence[str],
        left_adjustment: float = -0.3,
        right_adjustment: float = 0.3,
        rotation: float | None = None,
        orientation: Literal[""top"", ""right""] = ""top"",
    ) -> None",class_method,,,,"Class method: [staticmethod] BasePlot._plot_var_groups_brackets(
        gene_groups_ax: Axes,
        *,
        group_positions: Iterable[tuple[int, int]],
        group_labels: Sequence[str],
        left_adjustment: float = -0.3,
        right_adjustment: float = 0.3,
        rotation: float | None = None,
        orientation: Literal[""top"", ""right""] = ""top"",
    ) -> None",scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_plot_var_groups_brackets,"(
        gene_groups_ax: Axes,
        *,
        group_positions: Iterable[tuple[int, int]],
        group_labels: Sequence[str],
        left_adjustment: float = -0.3,
        right_adjustment: float = 0.3,
        rotation: float | None = None,
        orientation: Literal[""top"", ""right""] = ""top"",
    )",,,None,staticmethod,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot._update_var_groups(self) -> None,class_method,,,,Class method: BasePlot._update_var_groups(self) -> None,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,_update_var_groups,(self),,,None,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,BasePlot,class,,,,Class: BasePlot,scverse,scanpy,1.10.1,,,,,,,,,BasePlot,,,,,,,,,
scverse_scanpy_1.10.1,_baseplot_class.py,python,"_VarNames = Union[str, Sequence[str]]",constant,,,,"Constant: _VarNames = Union[str, Sequence[str]]",scverse,scanpy,1.10.1,,,,,"_VarNames = Union[str, Sequence[str]]",_VarNames,"Union[str, Sequence[str]]",,,,,,,,,,,
