filename,ext,element_type,constant,constant.name,constant.value,embedding,author,repo_name,tag,import,import.from,import.name,function.name,function.parameters,import.path,class.name,method.name,method.parameters,class.field,class.instance_field,method.type,function.type,function.docstring,field.name,class.base,field.default,method.decorator
piqs.py,python,function,,,,Function: num_dicke_ladders(N),qutip,qutip,v5.0.4,,,,num_dicke_ladders,(N),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: num_tls(nds),qutip,qutip,v5.0.4,,,,num_tls,(nds),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: isdiagonal(mat),qutip,qutip,v5.0.4,,,,isdiagonal,(mat),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: dicke_blocks(rho),qutip,qutip,v5.0.4,,,,dicke_blocks,(rho),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: dicke_blocks_full(rho),qutip,qutip,v5.0.4,,,,dicke_blocks_full,(rho),,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: dicke_function_trace(f, rho)",qutip,qutip,v5.0.4,,,,dicke_function_trace,"(f, rho)",,,,,,,,,,,,,
piqs.py,python,function,,,,Function: entropy_vn_dicke(rho),qutip,qutip,v5.0.4,,,,entropy_vn_dicke,(rho),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: purity_dicke(rho),qutip,qutip,v5.0.4,,,,purity_dicke,(rho),,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: energy_degeneracy(N, m)",qutip,qutip,v5.0.4,,,,energy_degeneracy,"(N, m)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: state_degeneracy(N, j)",qutip,qutip,v5.0.4,,,,state_degeneracy,"(N, j)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: m_degeneracy(N, m)",qutip,qutip,v5.0.4,,,,m_degeneracy,"(N, m)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: ap(j, m)",qutip,qutip,v5.0.4,,,,ap,"(j, m)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: am(j, m)",qutip,qutip,v5.0.4,,,,am,"(j, m)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: spin_algebra(N, op=None)",qutip,qutip,v5.0.4,,,,spin_algebra,"(N, op=None)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: _jspin_uncoupled(N, op=None)",qutip,qutip,v5.0.4,,,,_jspin_uncoupled,"(N, op=None)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: jspin(N, op=None, basis=""dicke"")",qutip,qutip,v5.0.4,,,,jspin,"(N, op=None, basis=""dicke"")",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: collapse_uncoupled(
    N,
    emission=0.0,
    dephasing=0.0,
    pumping=0.0,
    collective_emission=0.0,
    collective_dephasing=0.0,
    collective_pumping=0.0,
)",qutip,qutip,v5.0.4,,,,collapse_uncoupled,"(
    N,
    emission=0.0,
    dephasing=0.0,
    pumping=0.0,
    collective_emission=0.0,
    collective_dephasing=0.0,
    collective_pumping=0.0,
)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: dicke_basis(N, jmm1)",qutip,qutip,v5.0.4,,,,dicke_basis,"(N, jmm1)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: dicke(N, j, m)",qutip,qutip,v5.0.4,,,,dicke,"(N, j, m)",,,,,,,,,,,,,
piqs.py,python,function,,,,Function: _uncoupled_excited(N),qutip,qutip,v5.0.4,,,,_uncoupled_excited,(N),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: _uncoupled_superradiant(N),qutip,qutip,v5.0.4,,,,_uncoupled_superradiant,(N),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: _uncoupled_ground(N),qutip,qutip,v5.0.4,,,,_uncoupled_ground,(N),,,,,,,,,,,,,
piqs.py,python,function,,,,Function: _uncoupled_ghz(N),qutip,qutip,v5.0.4,,,,_uncoupled_ghz,(N),,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: _uncoupled_css(N, a, b)",qutip,qutip,v5.0.4,,,,_uncoupled_css,"(N, a, b)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: excited(N, basis=""dicke"")",qutip,qutip,v5.0.4,,,,excited,"(N, basis=""dicke"")",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: superradiant(N, basis=""dicke"")",qutip,qutip,v5.0.4,,,,superradiant,"(N, basis=""dicke"")",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: css(
    N,
    x=1 / np.sqrt(2),
    y=1 / np.sqrt(2),
    basis=""dicke"",
    coordinates=""cartesian"",
)",qutip,qutip,v5.0.4,,,,css,"(
    N,
    x=1 / np.sqrt(2),
    y=1 / np.sqrt(2),
    basis=""dicke"",
    coordinates=""cartesian"",
)",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: ghz(N, basis=""dicke"")",qutip,qutip,v5.0.4,,,,ghz,"(N, basis=""dicke"")",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: ground(N, basis=""dicke"")",qutip,qutip,v5.0.4,,,,ground,"(N, basis=""dicke"")",,,,,,,,,,,,,
piqs.py,python,function,,,,Function: identity_uncoupled(N),qutip,qutip,v5.0.4,,,,identity_uncoupled,(N),,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: block_matrix(N, elements=""ones"")",qutip,qutip,v5.0.4,,,,block_matrix,"(N, elements=""ones"")",,,,,,,,,,,,,
piqs.py,python,function,,,,"Function: tau_column(tau, k, j)",qutip,qutip,v5.0.4,,,,tau_column,"(tau, k, j)",,,,,,,,,,,,,
piqs.py,python,constant,"__all__ = [
    ""num_dicke_states"",
    ""num_dicke_ladders"",
    ""num_tls"",
    ""isdiagonal"",
    ""dicke_blocks"",
    ""dicke_blocks_full"",
    ""dicke_function_trace"",
    ""purity_dicke"",
    ""entropy_vn_dicke"",
    ""Dicke"",
    ""state_degeneracy"",
    ""m_degeneracy"",
    ""energy_degeneracy"",
    ""ap"",
    ""am"",
    ""spin_algebra"",
    ""jspin"",
    ""collapse_uncoupled"",
    ""dicke_basis"",
    ""dicke"",
    ""excited"",
    ""superradiant"",
    ""css"",
    ""ghz"",
    ""ground"",
    ""identity_uncoupled"",
    ""block_matrix"",
    ""tau_column"",
    ""Pim"",
]",__all__,"[
    ""num_dicke_states"",
    ""num_dicke_ladders"",
    ""num_tls"",
    ""isdiagonal"",
    ""dicke_blocks"",
    ""dicke_blocks_full"",
    ""dicke_function_trace"",
    ""purity_dicke"",
    ""entropy_vn_dicke"",
    ""Dicke"",
    ""state_degeneracy"",
    ""m_degeneracy"",
    ""energy_degeneracy"",
    ""ap"",
    ""am"",
    ""spin_algebra"",
    ""jspin"",
    ""collapse_uncoupled"",
    ""dicke_basis"",
    ""dicke"",
    ""excited"",
    ""superradiant"",
    ""css"",
    ""ghz"",
    ""ground"",
    ""identity_uncoupled"",
    ""block_matrix"",
    ""tau_column"",
    ""Pim"",
]","Constant: __all__ = [
    ""num_dicke_states"",
    ""num_dicke_ladders"",
    ""num_tls"",
    ""isdiagonal"",
    ""dicke_blocks"",
    ""dicke_blocks_full"",
    ""dicke_function_trace"",
    ""purity_dicke"",
    ""entropy_vn_dicke"",
    ""Dicke"",
    ""state_degeneracy"",
    ""m_degeneracy"",
    ""energy_degeneracy"",
    ""ap"",
    ""am"",
    ""spin_algebra"",
    ""jspin"",
    ""collapse_uncoupled"",
    ""dicke_basis"",
    ""dicke"",
    ""excited"",
    ""superradiant"",
    ""css"",
    ""ghz"",
    ""ground"",
    ""identity_uncoupled"",
    ""block_matrix"",
    ""tau_column"",
    ""Pim"",
]",qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
piqs.py,python,import,,,,Import: factorial from math,qutip,qutip,v5.0.4,from math import factorial,math,factorial,,,,,,,,,,,,,,,
piqs.py,python,import,,,,Import: Decimal from decimal,qutip,qutip,v5.0.4,from decimal import Decimal,decimal,Decimal,,,,,,,,,,,,,,,
piqs.py,python,import,,,,Import: numpy,qutip,qutip,v5.0.4,import numpy as np,,numpy,,,,,,,,,,,,,,,
piqs.py,python,local_import,,,,Import: odeint from scipy.integrate,qutip,qutip,v5.0.4,from scipy.integrate import odeint,scipy.integrate,odeint,,,scipy.integrate,,,,,,,,,,,,
piqs.py,python,local_import,,,,Import: eigvalsh from scipy.linalg,qutip,qutip,v5.0.4,from scipy.linalg import eigvalsh,scipy.linalg,eigvalsh,,,scipy.linalg,,,,,,,,,,,,
piqs.py,python,local_import,,,,Import: entr from scipy.special,qutip,qutip,v5.0.4,from scipy.special import entr,scipy.special,entr,,,scipy.special,,,,,,,,,,,,
piqs.py,python,local_import,,,,Import: dok_matrix from scipy.sparse,qutip,qutip,v5.0.4,"from scipy.sparse import dok_matrix, block_diag, lil_matrix",scipy.sparse,dok_matrix,,,scipy.sparse,,,,,,,,,,,,
piqs.py,python,local_import,,,,Import: block_diag from scipy.sparse,qutip,qutip,v5.0.4,"from scipy.sparse import dok_matrix, block_diag, lil_matrix",scipy.sparse,block_diag,,,scipy.sparse,,,,,,,,,,,,
piqs.py,python,local_import,,,,Import: lil_matrix from scipy.sparse,qutip,qutip,v5.0.4,"from scipy.sparse import dok_matrix, block_diag, lil_matrix",scipy.sparse,lil_matrix,,,scipy.sparse,,,,,,,,,,,,
piqs.py,python,,,,,File: qutip\piqs,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
piqs.py,python,,,,,Directory: qutip\piqs\piqs.py,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
__init__.py,python,,,,,File: qutip\piqs,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
__init__.py,python,,,,,Directory: qutip\piqs\__init__.py,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
brmesolve.py,python,class_field,,,,"Class field: BRSolver.name = ""brmesolve""",qutip,qutip,v5.0.4,,,,,,,BRSolver,,,"name = ""brmesolve""",,,,,name,,"""brmesolve""",
brmesolve.py,python,class_field,,,,"Class field: BRSolver.solver_options = {
        ""progress_bar"": """",
        ""progress_kwargs"": {""chunk_size"":10},
        ""store_final_state"": False,
        ""store_states"": None,
        ""normalize_output"": False,
        'method': 'adams',
        'tensor_type': 'sparse',
        'sparse_eigensolver': False,
    }",qutip,qutip,v5.0.4,,,,,,,BRSolver,,,"solver_options = {
        ""progress_bar"": """",
        ""progress_kwargs"": {""chunk_size"":10},
        ""store_final_state"": False,
        ""store_states"": None,
        ""normalize_output"": False,
        'method': 'adams',
        'tensor_type': 'sparse',
        'sparse_eigensolver': False,
    }",,,,,solver_options,,"{
        ""progress_bar"": """",
        ""progress_kwargs"": {""chunk_size"":10},
        ""store_final_state"": False,
        ""store_states"": None,
        ""normalize_output"": False,
        'method': 'adams',
        'tensor_type': 'sparse',
        'sparse_eigensolver': False,
    }",
brmesolve.py,python,class_field,,,,Class field: BRSolver._avail_integrators = {},qutip,qutip,v5.0.4,,,,,,,BRSolver,,,_avail_integrators = {},,,,,_avail_integrators,,{},
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver.rhs = None,qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self.rhs = None,self.rhs = None,,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver.sec_cutoff = sec_cutoff,qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self.sec_cutoff = sec_cutoff,self.sec_cutoff = sec_cutoff,,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver.options = options,qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self.options = options,self.options = options,,,,,,,
brmesolve.py,python,class_field,,,,"Class field: [instance] BRSolver._system = H, a_ops, c_ops",qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)","self._system = H, a_ops, c_ops","self._system = H, a_ops, c_ops",,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver._num_collapse = len(c_ops),qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self._num_collapse = len(c_ops),self._num_collapse = len(c_ops),,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver._num_a_ops = len(a_ops),qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self._num_a_ops = len(a_ops),self._num_a_ops = len(a_ops),,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver.rhs = _prepare_rhs(),qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self.rhs = self._prepare_rhs(),self.rhs = self._prepare_rhs(),,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver._integrator = _get_integrator(),qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self._integrator = self._get_integrator(),self._integrator = self._get_integrator(),,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver._state_metadata = {},qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self._state_metadata = {},self._state_metadata = {},,,,,,,
brmesolve.py,python,class_field,,,,Class field: [instance] BRSolver.stats = _initialize_stats(),qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",self.stats = self._initialize_stats(),self.stats = self._initialize_stats(),,,,,,,
brmesolve.py,python,class_field,,,,"Class field: [instance] BRSolver.rhs._register_feedback({}, solver=name)",qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)","self.rhs._register_feedback({}, solver=self.name)","self.rhs._register_feedback({}, solver=self.name)",,,,,,,
brmesolve.py,python,class_method,,,,"Class method: BRSolver.__init__(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",qutip,qutip,v5.0.4,,,,,,,BRSolver,__init__,"(self, H, a_ops, c_ops=None, sec_cutoff=0.1, *, options=None)",,,,,,,,,
brmesolve.py,python,class_method,,,,Class method: BRSolver._initialize_stats(self),qutip,qutip,v5.0.4,,,,,,,BRSolver,_initialize_stats,(self),,,,,,,,,
brmesolve.py,python,class_method,,,,Class method: BRSolver._prepare_rhs(self),qutip,qutip,v5.0.4,,,,,,,BRSolver,_prepare_rhs,(self),,,,,,,,,
brmesolve.py,python,class_method,,,,Class method: [property] BRSolver.options(self),qutip,qutip,v5.0.4,,,,,,,BRSolver,options,(self),,,,,,,,,property
brmesolve.py,python,class_method,,,,"Class method: [options.setter] BRSolver.options(self, new_options)",qutip,qutip,v5.0.4,,,,,,,BRSolver,options,"(self, new_options)",,,,,,,,,options.setter
brmesolve.py,python,class_method,,,,"Class method: BRSolver._apply_options(self, keys)",qutip,qutip,v5.0.4,,,,,,,BRSolver,_apply_options,"(self, keys)",,,,,,,,,
brmesolve.py,python,class_method,,,,"Class method: [classmethod] BRSolver.StateFeedback(cls, default=None, raw_data=False)",qutip,qutip,v5.0.4,,,,,,,BRSolver,StateFeedback,"(cls, default=None, raw_data=False)",,,,,,,,,classmethod
brmesolve.py,python,class,,,,Class: BRSolver(Solver),qutip,qutip,v5.0.4,,,,,,,BRSolver,,,,,,,,,(Solver),,
brmesolve.py,python,function,,,,"Function: brmesolve(H, psi0, tlist, a_ops=(), e_ops=(), c_ops=(),
              args=None, sec_cutoff=0.1, options=None, **kwargs)",qutip,qutip,v5.0.4,,,,brmesolve,"(H, psi0, tlist, a_ops=(), e_ops=(), c_ops=(),
              args=None, sec_cutoff=0.1, options=None, **kwargs)",,,,,,,,,,,,,
brmesolve.py,python,constant,"__all__ = ['brmesolve', 'BRSolver']",__all__,"['brmesolve', 'BRSolver']","Constant: __all__ = ['brmesolve', 'BRSolver']",qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
brmesolve.py,python,import,,,,Import: numpy,qutip,qutip,v5.0.4,import numpy as np,,numpy,,,,,,,,,,,,,,,
brmesolve.py,python,import,,,,Import: inspect,qutip,qutip,v5.0.4,import inspect,,inspect,,,,,,,,,,,,,,,
brmesolve.py,python,import,,,,Import: time from time,qutip,qutip,v5.0.4,from time import time,time,time,,,,,,,,,,,,,,,
brmesolve.py,python,,,,,File: qutip\solver,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
brmesolve.py,python,,,,,Directory: qutip\solver\brmesolve.py,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: correlation_2op_1t(H, state0, taulist, c_ops, a_op, b_op,
                       solver=""me"", reverse=False, args=None,
                       options=None)",qutip,qutip,v5.0.4,,,,correlation_2op_1t,"(H, state0, taulist, c_ops, a_op, b_op,
                       solver=""me"", reverse=False, args=None,
                       options=None)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: correlation_2op_2t(H, state0, tlist, taulist, c_ops, a_op, b_op,
                       solver=""me"", reverse=False, args=None,
                       options=None)",qutip,qutip,v5.0.4,,,,correlation_2op_2t,"(H, state0, tlist, taulist, c_ops, a_op, b_op,
                       solver=""me"", reverse=False, args=None,
                       options=None)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: correlation_3op_1t(H, state0, taulist, c_ops, a_op, b_op, c_op,
                       solver=""me"", args=None, options=None)",qutip,qutip,v5.0.4,,,,correlation_3op_1t,"(H, state0, taulist, c_ops, a_op, b_op, c_op,
                       solver=""me"", args=None, options=None)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: correlation_3op_2t(H, state0, tlist, taulist, c_ops, a_op, b_op, c_op,
                       solver=""me"", args=None, options=None)",qutip,qutip,v5.0.4,,,,correlation_3op_2t,"(H, state0, tlist, taulist, c_ops, a_op, b_op, c_op,
                       solver=""me"", args=None, options=None)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: coherence_function_g1(
    H, state0, taulist, c_ops, a_op, solver=""me"", args=None, options=None
)",qutip,qutip,v5.0.4,,,,coherence_function_g1,"(
    H, state0, taulist, c_ops, a_op, solver=""me"", args=None, options=None
)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: coherence_function_g2(H, state0, taulist, c_ops, a_op, solver=""me"",
                          args=None, options=None)",qutip,qutip,v5.0.4,,,,coherence_function_g2,"(H, state0, taulist, c_ops, a_op, solver=""me"",
                          args=None, options=None)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: _make_solver(H, c_ops, args, options, solver)",qutip,qutip,v5.0.4,,,,_make_solver,"(H, c_ops, args, options, solver)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: correlation_3op(solver, state0, tlist, taulist, A=None, B=None, C=None)",qutip,qutip,v5.0.4,,,,correlation_3op,"(solver, state0, tlist, taulist, A=None, B=None, C=None)",,,,,,,,,,,,,
correlation.py,python,function,,,,"Function: _correlation_3op_dm(solver, state0, tlist, taulist, A, B, C)",qutip,qutip,v5.0.4,,,,_correlation_3op_dm,"(solver, state0, tlist, taulist, A, B, C)",,,,,,,,,,,,,
correlation.py,python,constant,"__all__ = [
    'correlation_3op',
    'correlation_2op_1t', 'correlation_2op_2t', 'correlation_3op_1t',
    'correlation_3op_2t', 'coherence_function_g1', 'coherence_function_g2'
]",__all__,"[
    'correlation_3op',
    'correlation_2op_1t', 'correlation_2op_2t', 'correlation_3op_1t',
    'correlation_3op_2t', 'coherence_function_g1', 'coherence_function_g2'
]","Constant: __all__ = [
    'correlation_3op',
    'correlation_2op_1t', 'correlation_2op_2t', 'correlation_3op_1t',
    'correlation_3op_2t', 'coherence_function_g1', 'coherence_function_g2'
]",qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
correlation.py,python,import,,,,Import: numpy,qutip,qutip,v5.0.4,import numpy as np,,numpy,,,,,,,,,,,,,,,
correlation.py,python,import,,,,Import: scipy.fftpack,qutip,qutip,v5.0.4,import scipy.fftpack,,scipy.fftpack,,,,,,,,,,,,,,,
correlation.py,python,,,,,File: qutip\solver,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
correlation.py,python,,,,,Directory: qutip\solver\correlation.py,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
countstat.py,python,function,,,,"Function: countstat_current(L, c_ops=None, rhoss=None, J_ops=None)",qutip,qutip,v5.0.4,,,,countstat_current,"(L, c_ops=None, rhoss=None, J_ops=None)",,,,,,,,,,,,,
countstat.py,python,function,,,,"Function: _solve(A, V)",qutip,qutip,v5.0.4,,,,_solve,"(A, V)",,,,,,,,,,,,,
countstat.py,python,function,,,,"Function: _noise_direct(L, wlist, rhoss, J_ops)",qutip,qutip,v5.0.4,,,,_noise_direct,"(L, wlist, rhoss, J_ops)",,,,,,,,,,,,,
countstat.py,python,function,,,,"Function: _noise_pseudoinv(L, wlist, rhoss, J_ops, sparse, method)",qutip,qutip,v5.0.4,,,,_noise_pseudoinv,"(L, wlist, rhoss, J_ops, sparse, method)",,,,,,,,,,,,,
countstat.py,python,function,,,,"Function: countstat_current_noise(L, c_ops, wlist=None, rhoss=None, J_ops=None,
                            sparse=True, method='direct')",qutip,qutip,v5.0.4,,,,countstat_current_noise,"(L, c_ops, wlist=None, rhoss=None, J_ops=None,
                            sparse=True, method='direct')",,,,,,,,,,,,,
countstat.py,python,constant,"__all__ = ['countstat_current', 'countstat_current_noise']",__all__,"['countstat_current', 'countstat_current_noise']","Constant: __all__ = ['countstat_current', 'countstat_current_noise']",qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
countstat.py,python,import,,,,Import: numpy,qutip,qutip,v5.0.4,import numpy as np,,numpy,,,,,,,,,,,,,,,
countstat.py,python,import,,,,Import: scipy.sparse,qutip,qutip,v5.0.4,import scipy.sparse as sp,,scipy.sparse,,,,,,,,,,,,,,,
countstat.py,python,import,,,,Import: product from itertools,qutip,qutip,v5.0.4,from itertools import product,itertools,product,,,,,,,,,,,,,,,
countstat.py,python,,,,,File: qutip\solver,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
countstat.py,python,,,,,Directory: qutip\solver\countstat.py,qutip,qutip,v5.0.4,,,,,,,,,,,,,,,,,,
floquet.py,python,class_field,,,,Class field: [instance] FloquetBasis.T = T,qutip,qutip,v5.0.4,,,,,,,FloquetBasis,__init__,"(
        self,
        H,
        T,
        args=None,
        options=None,
        sparse=False,
        sort=True,
        precompute=None,
    )",self.T = T,self.T = T,,,,,,,
floquet.py,python,class_field,,,,"Class field: [instance] FloquetBasis.U = Propagator(H, args=args, options=options, memoize=memoize)",qutip,qutip,v5.0.4,,,,,,,FloquetBasis,__init__,"(
        self,
        H,
        T,
        args=None,
        options=None,
        sparse=False,
        sort=True,
        precompute=None,
    )","self.U = Propagator(H, args=args, options=options, memoize=memoize)","self.U = Propagator(H, args=args, options=options, memoize=memoize)",,,,,,,
floquet.py,python,class_field,,,,"Class field: FMESolver.name = ""fmmesolve""",qutip,qutip,v5.0.4,,,,,,,FMESolver,,,"name = ""fmmesolve""",,,,,name,,"""fmmesolve""",
floquet.py,python,class_field,,,,Class field: FMESolver._avail_integrators = {},qutip,qutip,v5.0.4,,,,,,,FMESolver,,,_avail_integrators = {},,,,,_avail_integrators,,{},
floquet.py,python,class_field,,,,Class field: FMESolver._resultclass = FloquetResult,qutip,qutip,v5.0.4,,,,,,,FMESolver,,,_resultclass = FloquetResult,,,,,_resultclass,,FloquetResult,
floquet.py,python,class_field,,,,"Class field: FMESolver.solver_options = {
        ""progress_bar"": ""text"",
        ""progress_kwargs"": {""chunk_size"": 10},
        ""store_final_state"": False,
        ""store_states"": None,
        ""normalize_output"": True,
        ""method"": ""adams"",
        ""store_floquet_states"": False,
    }",qutip,qutip,v5.0.4,,,,,,,FMESolver,,,"solver_options = {
        ""progress_bar"": ""text"",
        ""progress_kwargs"": {""chunk_size"": 10},
        ""store_final_state"": False,
        ""store_states"": None,
        ""normalize_output"": True,
        ""method"": ""adams"",
        ""store_floquet_states"": False,
    }",,,,,solver_options,,"{
        ""progress_bar"": ""text"",
        ""progress_kwargs"": {""chunk_size"": 10},
        ""store_final_state"": False,
        ""store_states"": None,
        ""normalize_output"": True,
        ""method"": ""adams"",
        ""store_floquet_states"": False,
    }",
floquet.py,python,class_field,,,,Class field: [instance] FMESolver.options = options,qutip,qutip,v5.0.4,,,,,,,FMESolver,__init__,"(
        self, floquet_basis, a_ops, w_th=0.0, *, kmax=5, nT=None, options=None
    )",self.options = options,self.options = options,,,,,,,
floquet.py,python,class_field,,,,Class field: [instance] FMESolver._num_collapse = len(a_ops),qutip,qutip,v5.0.4,,,,,,,FMESolver,__init__,"(
        self, floquet_basis, a_ops, w_th=0.0, *, kmax=5, nT=None, options=None
    )",self._num_collapse = len(a_ops),self._num_collapse = len(a_ops),,,,,,,
floquet.py,python,class_field,,,,"Class field: [instance] FMESolver.rhs = QobjEvo(
            floquet_tensor(
                floquet_basis,
                c_ops,
                spectra_cb,
                w_th=w_th,
                kmax=kmax,
                nT=nT,
            )
        )",qutip,qutip,v5.0.4,,,,,,,FMESolver,__init__,"(
        self, floquet_basis, a_ops, w_th=0.0, *, kmax=5, nT=None, options=None
    )","self.rhs = QobjEvo(
            floquet_tensor(
                self.floquet_basis,
                c_ops,
                spectra_cb,
                w_th=w_th,
                kmax=kmax,
                nT=nT,
            )
        )","self.rhs = QobjEvo(
            floquet_tensor(
                self.floquet_basis,
                c_ops,
                spectra_cb,
                w_th=w_th,
                kmax=kmax,
                nT=nT,
            )
        )",,,,,,,
floquet.py,python,class_field,,,,Class field: [instance] FMESolver._integrator = _get_integrator(),qutip,qutip,v5.0.4,,,,,,,FMESolver,__init__,"(
        self, floquet_basis, a_ops, w_th=0.0, *, kmax=5, nT=None, options=None
    )",self._integrator = self._get_integrator(),self._integrator = self._get_integrator(),,,,,,,
floquet.py,python,class_field,,,,Class field: [instance] FMESolver._state_metadata = {},qutip,qutip,v5.0.4,,,,,,,FMESolver,__init__,"(
        self, floquet_basis, a_ops, w_th=0.0, *, kmax=5, nT=None, options=None
    )",self._state_metadata = {},self._state_metadata = {},,,,,,,
floquet.py,python,class_field,,,,Class field: [instance] FMESolver.stats = _initialize_stats(),qutip,qutip,v5.0.4,,,,,,,FMESolver,__init__,"(
        self, floquet_basis, a_ops, w_th=0.0, *, kmax=5, nT=None, options=None
    )",self.stats = self._initialize_stats(),self.stats = self._initialize_stats(),,,,,,,
floquet.py,python,class_method,,,,"Class method: FloquetBasis.__init__(
        self,
        H,
        T,
        args=None,
        options=None,
        sparse=False,
        sort=True,
        precompute=None,
    )",qutip,qutip,v5.0.4,,,,,,,FloquetBasis,__init__,"(
        self,
        H,
        T,
        args=None,
        options=None,
        sparse=False,
        sort=True,
        precompute=None,
    )",,,,,,,,,
floquet.py,python,class_method,,,,"Class method: FloquetBasis._as_ketlist(self, kets_mat)",qutip,qutip,v5.0.4,,,,,,,FloquetBasis,_as_ketlist,"(self, kets_mat)",,,,,,,,,
floquet.py,python,class_method,,,,"Class method: FloquetBasis.mode(self, t, data=False)",qutip,qutip,v5.0.4,,,,,,,FloquetBasis,mode,"(self, t, data=False)",,,,,,,,,
floquet.py,python,class_method,,,,"Class method: FloquetBasis.state(self, t, data=False)",qutip,qutip,v5.0.4,,,,,,,FloquetBasis,state,"(self, t, data=False)",,,,,,,,,
