,source,keyword,false_positive_False,false_positive_True,total,score,adv_score,total_score
138,DOCS,continuous,0,18,18,-1.0,-0.9473684210526315,-36
525,WIKI,coupling,0,18,18,-1.0,-0.9473684210526315,-36
44,CODE_COMMENT,hash,2,25,27,-0.8518518518518519,-1.7238600942630904,-38
139,DOCS,contract,0,19,19,-1.0,-0.95,-38
188,DOCS,patch,0,19,19,-1.0,-0.95,-38
383,ISSUE_COMMENT,redundant,0,19,19,-1.0,-0.95,-38
413,ISSUE_COMMENT,toler,0,19,19,-1.0,-0.95,-38
584,WIKI,safe,0,19,19,-1.0,-0.95,-38
43,CODE_COMMENT,guid,0,20,20,-1.0,-0.9523809523809523,-40
360,ISSUE_COMMENT,monitor,0,20,20,-1.0,-0.9523809523809523,-40
395,ISSUE_COMMENT,rout,8,45,53,-0.6981132075471698,-2.190690914100743,-42
157,DOCS,failure,2,27,29,-0.8620689655172413,-1.7488435738900918,-42
363,ISSUE_COMMENT,parameteriz,1,24,25,-0.92,-1.49778404434149,-42
321,ISSUE_COMMENT,echo,0,21,21,-1.0,-0.9545454545454546,-42
392,ISSUE_COMMENT,risk,0,21,21,-1.0,-0.9545454545454546,-42
38,CODE_COMMENT,failure,1,25,26,-0.9230769230769231,-1.5050197160532848,-44
331,ISSUE_COMMENT,fault,0,22,22,-1.0,-0.9565217391304348,-44
411,ISSUE_COMMENT,timeout,0,22,22,-1.0,-0.9565217391304348,-44
37,CODE_COMMENT,extend,1,26,27,-0.9259259259259259,-1.51173855407138,-46
368,ISSUE_COMMENT,ping,0,23,23,-1.0,-0.9583333333333334,-46
554,WIKI,message,5,39,44,-0.7727272727272727,-2.109329376750086,-48
374,ISSUE_COMMENT,power,1,27,28,-0.9285714285714286,-1.5179940239502958,-48
508,WIKI,assert,1,27,28,-0.9285714285714286,-1.5179940239502958,-48
377,ISSUE_COMMENT,protocol,0,24,24,-1.0,-0.96,-48
92,CODE_COMMENT,safe,2,31,33,-0.8787878787878788,-1.7899928344522114,-50
318,ISSUE_COMMENT,deploy,2,31,33,-0.8787878787878788,-1.7899928344522114,-50
313,ISSUE_COMMENT,continuous,1,28,29,-0.9310344827586207,-1.523832462503951,-50
380,ISSUE_COMMENT,recover,1,28,29,-0.9310344827586207,-1.523832462503951,-50
572,WIKI,reduce,1,28,29,-0.9310344827586207,-1.523832462503951,-50
197,DOCS,protocol,0,25,25,-1.0,-0.9615384615384616,-50
524,WIKI,contract,0,25,25,-1.0,-0.9615384615384616,-50
562,WIKI,pipeline,0,25,25,-1.0,-0.9615384615384616,-50
61,CODE_COMMENT,mock,0,26,26,-1.0,-0.9629629629629629,-52
382,ISSUE_COMMENT,redund,0,26,26,-1.0,-0.9629629629629629,-52
543,WIKI,hash,0,26,26,-1.0,-0.9629629629629629,-52
483,RELEASES,release,3,36,39,-0.8461538461538461,-1.9686928479239099,-54
103,CODE_COMMENT,toler,1,30,31,-0.9354838709677419,-1.5344146323824506,-54
194,DOCS,power,0,27,27,-1.0,-0.9642857142857143,-54
231,DOCS,toggle,0,27,27,-1.0,-0.9642857142857143,-54
418,ISSUE_COMMENT,upgrade,0,27,27,-1.0,-0.9642857142857143,-54
366,ISSUE_COMMENT,pause,0,28,28,-1.0,-0.9655172413793104,-56
393,ISSUE_COMMENT,robust,0,28,28,-1.0,-0.9655172413793104,-56
540,WIKI,flexible,0,28,28,-1.0,-0.9655172413793104,-56
597,WIKI,toler,0,28,28,-1.0,-0.9655172413793104,-56
603,WIKI,validat,0,28,28,-1.0,-0.9655172413793104,-56
68,CODE_COMMENT,pipeline,3,38,41,-0.8536585365853658,-1.9885786342665757,-58
174,DOCS,learn,2,36,38,-0.8947368421052632,-1.8295594311465575,-60
78,CODE_COMMENT,reduce,0,30,30,-1.0,-0.967741935483871,-60
390,ISSUE_COMMENT,resume,0,30,30,-1.0,-0.967741935483871,-60
371,ISSUE_COMMENT,plugin,4,43,47,-0.8297872340425532,-2.1201683038527066,-62
115,DOCS,adapter,1,34,35,-0.9428571428571428,-1.5520515821799499,-62
356,ISSUE_COMMENT,mask,0,31,31,-1.0,-0.96875,-62
513,WIKI,benchmark,0,31,31,-1.0,-0.96875,-62
240,DOCS,validat,1,35,36,-0.9444444444444444,-1.5558649767307606,-64
493,RELEASES,test,1,35,36,-0.9444444444444444,-1.5558649767307606,-64
195,DOCS,predict,0,32,32,-1.0,-0.9696969696969697,-64
128,DOCS,certificate,5,49,54,-0.8148148148148148,-2.233407575382444,-68
54,CODE_COMMENT,learn,2,42,44,-0.9090909090909091,-1.8654331454827644,-72
257,ISSUE,guid,0,36,36,-1.0,-0.972972972972973,-72
337,ISSUE_COMMENT,hash,0,36,36,-1.0,-0.972972972972973,-72
424,ISSUE_COMMENT,wrap,12,73,85,-0.7176470588235294,-2.5286268698273693,-74
304,ISSUE_COMMENT,charge,1,40,41,-0.9512195121951219,-1.572208096234235,-74
492,RELEASES,simpl,1,40,41,-0.9512195121951219,-1.572208096234235,-74
24,CODE_COMMENT,contract,0,37,37,-1.0,-0.9736842105263158,-74
536,WIKI,extend,0,37,37,-1.0,-0.9736842105263158,-74
396,ISSUE_COMMENT,safe,4,50,54,-0.8518518518518519,-2.18243898130852,-76
375,ISSUE_COMMENT,predict,1,41,42,-0.9523809523809523,-1.5750206330790189,-76
30,CODE_COMMENT,echo,0,38,38,-1.0,-0.9743589743589743,-76
523,WIKI,continuous,0,39,39,-1.0,-0.975,-78
542,WIKI,guid,0,39,39,-1.0,-0.975,-78
69,CODE_COMMENT,plugin,0,40,40,-1.0,-0.975609756097561,-80
575,WIKI,release,0,41,41,-1.0,-0.9761904761904762,-82
27,CODE_COMMENT,detect,1,45,46,-0.9565217391304348,-1.5850739562688851,-84
82,CODE_COMMENT,release,0,42,42,-1.0,-0.9767441860465116,-84
328,ISSUE_COMMENT,expose,0,42,42,-1.0,-0.9767441860465116,-84
148,DOCS,echo,0,44,44,-1.0,-0.9777777777777777,-88
143,DOCS,deploy,16,93,109,-0.7064220183486238,-2.683249340839351,-90
164,DOCS,hash,1,48,49,-0.9591836734693877,-1.5915583497263486,-90
63,CODE_COMMENT,optimiz,3,57,60,-0.9,-2.112457303286461,-96
201,DOCS,reduce,2,54,56,-0.9285714285714286,-1.9145234914165212,-96
566,WIKI,power,0,48,48,-1.0,-0.9795918367346939,-96
515,WIKI,charge,1,52,53,-0.9622641509433962,-1.599083448306615,-98
506,WIKI,adapt,0,51,51,-1.0,-0.9807692307692307,-102
423,ISSUE_COMMENT,variab,24,124,148,-0.6756756756756757,-2.8314602851464437,-104
546,WIKI,integrat,4,64,68,-0.8823529411764706,-2.26907644559487,-104
531,WIKI,efficient,0,52,52,-1.0,-0.9811320754716981,-104
127,DOCS,cache,0,53,53,-1.0,-0.9814814814814815,-106
250,ISSUE,clear,0,53,53,-1.0,-0.9814814814814815,-106
583,WIKI,rout,0,53,53,-1.0,-0.9814814814814815,-106
168,DOCS,integrat,11,87,98,-0.7755102040816326,-2.6752818725645255,-108
401,ISSUE_COMMENT,schedul,5,69,74,-0.8648648648648649,-2.3823014137412737,-108
111,CODE_COMMENT,wrap,1,59,60,-0.9666666666666667,-1.609877647089784,-112
242,DOCS,wrap,1,59,60,-0.9666666666666667,-1.609877647089784,-112
215,DOCS,rout,0,56,56,-1.0,-0.9824561403508771,-112
74,CODE_COMMENT,protocol,0,57,57,-1.0,-0.9827586206896551,-114
305,ISSUE_COMMENT,checkpoint,2,64,66,-0.9393939393939394,-1.9419994313048183,-116
330,ISSUE_COMMENT,failure,1,61,62,-0.967741935483871,-1.612521124342805,-116
47,CODE_COMMENT,install,0,58,58,-1.0,-0.9830508474576272,-116
106,CODE_COMMENT,update,6,77,83,-0.8554216867469879,-2.4899954831300866,-118
175,DOCS,load,3,68,71,-0.9154929577464789,-2.154293520455457,-118
221,DOCS,schedul,3,68,71,-0.9154929577464789,-2.154293520455457,-118
109,CODE_COMMENT,validat,2,67,69,-0.9420289855072463,-1.9487114109061021,-122
169,DOCS,interface,22,128,150,-0.7066666666666667,-2.903062164824436,-124
419,ISSUE_COMMENT,usab,6,80,86,-0.8604651162790697,-2.5057166785068183,-124
72,CODE_COMMENT,predict,3,71,74,-0.918918918918919,-2.163573554082034,-124
17,CODE_COMMENT,checkpoint,0,62,62,-1.0,-0.9841269841269841,-124
514,WIKI,cache,0,62,62,-1.0,-0.9841269841269841,-124
322,ISSUE_COMMENT,efficient,4,75,79,-0.8987341772151899,-2.3158761472852643,-126
288,ISSUE_COMMENT,adapt,14,108,122,-0.7704918032786885,-2.8337944626309577,-132
299,ISSUE_COMMENT,benchmark,3,75,78,-0.9230769230769231,-2.174850556970027,-132
552,WIKI,load,0,66,66,-1.0,-0.9850746268656716,-132
605,WIKI,wrap,2,73,75,-0.9466666666666667,-1.9605456907294185,-134
319,ISSUE_COMMENT,detect,1,71,72,-0.9722222222222222,-1.6235657895780298,-136
12,CODE_COMMENT,benchmark,0,68,68,-1.0,-0.9855072463768116,-136
123,DOCS,avoid,1,72,73,-0.9726027397260274,-1.624506078645353,-138
14,CODE_COMMENT,cache,0,70,70,-1.0,-0.9859154929577465,-140
365,ISSUE_COMMENT,patch,0,70,70,-1.0,-0.9859154929577465,-140
311,ISSUE_COMMENT,configurat,0,71,71,-1.0,-0.9861111111111112,-142
130,DOCS,checkpoint,0,72,72,-1.0,-0.9863013698630136,-144
11,CODE_COMMENT,avoid,0,73,73,-1.0,-0.9864864864864865,-146
163,DOCS,guid,0,79,79,-1.0,-0.9875,-158
415,ISSUE_COMMENT,undo,0,79,79,-1.0,-0.9875,-158
547,WIKI,interface,15,125,140,-0.7857142857142857,-2.9431543223147227,-160
346,ISSUE_COMMENT,interface,20,141,161,-0.7515527950310559,-3.020908734348976,-162
25,CODE_COMMENT,depend,2,87,89,-0.9550561797752809,-1.9820227170754372,-162
60,CODE_COMMENT,message,0,82,82,-1.0,-0.9879518072289156,-164
553,WIKI,log,1,86,87,-0.9770114942528736,-1.6354262539499473,-166
352,ISSUE_COMMENT,load,4,96,100,-0.92,-2.376913742019181,-168
381,ISSUE_COMMENT,reduce,2,98,100,-0.96,-1.9947205912092927,-184
516,WIKI,checkpoint,0,94,94,-1.0,-0.9894736842105263,-188
91,CODE_COMMENT,rout,2,102,104,-0.9615384615384616,-1.9986783701601047,-192
302,ISSUE_COMMENT,cache,2,102,104,-0.9615384615384616,-1.9986783701601047,-192
50,CODE_COMMENT,interface,2,104,106,-0.9622641509433962,-2.000546293870535,-196
528,WIKI,detect,0,98,98,-1.0,-0.98989898989899,-196
324,ISSUE_COMMENT,energy,1,104,105,-0.9809523809523809,-1.6452279207327771,-202
529,WIKI,down,0,101,101,-1.0,-0.9901960784313726,-202
191,DOCS,pipeline,2,109,111,-0.963963963963964,-2.004924240066855,-206
28,CODE_COMMENT,down,1,106,107,-0.9813084112149533,-1.6461153144332803,-206
348,ISSUE_COMMENT,intuit,4,116,120,-0.9333333333333333,-2.4153474891952005,-208
362,ISSUE_COMMENT,optimiz,9,132,141,-0.8723404255319149,-2.8606899044948424,-210
310,ISSUE_COMMENT,config,20,169,189,-0.7883597883597884,-3.171757069583105,-218
190,DOCS,perform,57,285,342,-0.6666666666666666,-3.363793021587707,-228
114,DOCS,adapt,6,133,139,-0.9136690647482014,-2.6723613495001772,-230
2,CODE_COMMENT,access,1,119,120,-0.9833333333333333,-1.6511683248435831,-232
297,ISSUE_COMMENT,avail,1,120,121,-0.9834710743801653,-1.6515124138248647,-234
136,DOCS,configurat,3,127,130,-0.9538461538461539,-2.258782448693637,-236
344,ISSUE_COMMENT,integrat,18,174,192,-0.8125,-3.188251195595672,-240
512,WIKI,avoid,0,121,121,-1.0,-0.9918032786885246,-242
534,WIKI,error,0,123,123,-1.0,-0.9919354838709677,-246
369,ISSUE_COMMENT,pipeline,2,130,132,-0.9696969696969697,-2.0197170898460004,-248
520,WIKI,config,9,153,162,-0.8888888888888888,-2.9176211864487276,-252
422,ISSUE_COMMENT,validat,1,131,132,-0.9848484848484849,-1.654955890772879,-256
22,CODE_COMMENT,configurat,0,130,130,-1.0,-0.9923664122137404,-260
129,DOCS,charge,0,130,130,-1.0,-0.9923664122137404,-260
287,ISSUE_COMMENT,access,3,145,148,-0.9594594594594594,-2.274186572342446,-272
521,WIKI,configurat,0,139,139,-1.0,-0.9928571428571429,-278
55,CODE_COMMENT,load,2,147,149,-0.9731543624161074,-2.0286585457125064,-282
113,DOCS,access,9,170,179,-0.8994413407821229,-2.9539788887335634,-286
526,WIKI,depend,25,220,245,-0.7959183673469388,-3.375320426480443,-290
144,DOCS,detect,0,151,151,-1.0,-0.993421052631579,-302
16,CODE_COMMENT,charge,0,152,152,-1.0,-0.9934640522875817,-304
385,ISSUE_COMMENT,release,5,171,176,-0.9431818181818182,-2.618260293174334,-312
276,ISSUE,simpl,0,160,160,-1.0,-0.9937888198757764,-320
343,ISSUE_COMMENT,install,9,192,201,-0.9104477611940298,-2.9919459010787643,-330
236,DOCS,update,11,199,210,-0.8952380952380953,-3.1050353088158484,-332
545,WIKI,install,6,186,192,-0.9375,-2.747480968030862,-336
367,ISSUE_COMMENT,perform,29,256,285,-0.7964912280701755,-3.493258061668914,-338
357,ISSUE_COMMENT,message,5,185,190,-0.9473684210526315,-2.630977510267277,-340
6,CODE_COMMENT,assert,2,176,178,-0.9775280898876404,-2.0399918336773806,-340
317,ISSUE_COMMENT,depend,24,244,268,-0.8208955223880597,-3.450381715505592,-344
10,CODE_COMMENT,avail,6,190,196,-0.9387755102040817,-2.751509986934912,-344
192,DOCS,plugin,2,178,180,-0.9777777777777777,-2.040639573511532,-344
97,CODE_COMMENT,simpl,1,179,180,-0.9888888888888889,-1.6650839676224878,-352
224,DOCS,simpl,6,197,203,-0.9408866995073891,-2.758180580733161,-358
176,DOCS,log,1,188,189,-0.9894179894179894,-1.6664132777089988,-370
124,DOCS,benchmark,1,189,190,-0.9894736842105263,-1.6665532457867527,-372
604,WIKI,variab,8,217,225,-0.9288888888888889,-2.956725383465796,-386
298,ISSUE_COMMENT,avoid,2,201,203,-0.9802955665024631,-2.04717571296546,-390
185,DOCS,optimiz,31,296,327,-0.8103975535168195,-3.6079878482985603,-406
561,WIKI,perform,3,225,228,-0.9736842105263158,-2.3133508653651345,-432
21,CODE_COMMENT,config,1,227,228,-0.9912280701754386,-1.670966213129029,-448
56,CODE_COMMENT,log,5,256,261,-0.9616858237547893,-2.6745481938024493,-482
353,ISSUE_COMMENT,log,12,283,295,-0.9186440677966101,-3.263855661729988,-494
145,DOCS,down,0,248,248,-1.0,-0.9959839357429718,-496
505,WIKI,access,4,261,265,-0.969811320754717,-2.521148659757759,-498
205,DOCS,release,3,264,267,-0.9775280898876404,-2.3239657770607893,-510
557,WIKI,optimiz,1,279,280,-0.9928571428571429,-1.675070876141156,-552
122,DOCS,avail,28,361,389,-0.8560411311053985,-3.728998747142297,-554
593,WIKI,test,7,307,314,-0.9554140127388535,-2.93280146826651,-572
336,ISSUE_COMMENT,guid,13,331,344,-0.9244186046511628,-3.3542615386018904,-584
563,WIKI,plugin,5,308,313,-0.9680511182108626,-2.6939589782678364,-586
35,CODE_COMMENT,error,8,322,330,-0.9515151515151515,-3.033016668530432,-596
142,DOCS,depend,6,323,329,-0.9635258358662614,-2.8298591431834375,-610
135,DOCS,config,5,323,328,-0.9695121951219512,-2.6984179672173902,-616
241,DOCS,variab,4,341,345,-0.9768115942028985,-2.5415623597985313,-658
320,ISSUE_COMMENT,down,3,343,346,-0.9826589595375722,-2.338155858157818,-668
110,CODE_COMMENT,variab,2,349,351,-0.9886039886039886,-2.068802455022256,-686
591,WIKI,simpl,7,377,384,-0.9635416666666666,-2.9594632997962056,-712
33,CODE_COMMENT,energy,1,400,401,-0.9950124688279302,-1.6805117538393488,-794
332,ISSUE_COMMENT,feedback,22,464,486,-0.9094650205761317,-3.7533643602478115,-796
532,WIKI,energy,0,413,413,-1.0,-0.9975845410628019,-826
181,DOCS,message,3,458,461,-0.9869848156182213,-2.3501383859514076,-898
511,WIKI,avail,0,462,462,-1.0,-0.9978401727861771,-924
407,ISSUE_COMMENT,test,136,925,1061,-0.7436380772855796,-4.398177919471178,-1034
227,DOCS,test,49,665,714,-0.8627450980392157,-4.231896743138096,-1036
98,CODE_COMMENT,test,24,724,748,-0.9358288770053476,-3.9428746026805617,-1304
326,ISSUE_COMMENT,error,8,808,816,-0.9803921568627451,-3.1306972605495416,-1568
167,DOCS,install,2,819,821,-0.9951278928136419,-2.085847007106868,-1626
153,DOCS,error,3,823,826,-0.9927360774818402,-2.3660959807960222,-1628
417,ISSUE_COMMENT,update,21,883,904,-0.9535398230088495,-3.896661430712562,-1640
601,WIKI,update,1,1005,1006,-0.9980119284294234,-1.6881030479465593,-2004
351,ISSUE_COMMENT,learn,8,1317,1325,-0.9879245283018868,-3.156234518652422,-2586
307,ISSUE_COMMENT,clear,61,1535,1596,-0.9235588972431078,-4.732245512558839,-2704
151,DOCS,energy,58,2321,2379,-0.9512400168137873,-4.82792740989859,-4294
403,ISSUE_COMMENT,simpl,62,2486,2548,-0.9513343799058085,-4.890921371821528,-4600
